date,,longitude,weather,light,visibility,fatalities,primary_cause,type,pilot_age,total_hours_model_flown,hours_model_flown_90_days,hours_flown_90_days,total_hours_flown,pilot_certification,engines,aircraft_make,aircraft_model,hours_airframe,remarks
1979-04-15,B,2,6,0,OS,EX,32,143,0,0,783,PRIVATE PILOT,1,PROPJT,200D,,PILOT TOUCHED DOWN ON WET RUNWAY WITH EXCESS SPEED. HYDROPLANED, OVERRAN THE RUNWAY
1979-01-31,B,1,G10,0,FA,JE,26,0,0,0,,PRIVATE PILOT,1,PIPER ,PA28161,,PLANE STRUCK A FENCEPOST AT APPROACH END OF RUNWAY.
1979-04-20,T,1,2,0,PB,OB,35,7,7,120,6000,COMMERCIAL PILOT,2,LKHEED,18LKHEED,13243,PILOT NOT RATED IN ACFT. 3734 POUNDS OVER GROSS. LOST OIL FROM FAULTY OIL COOLER. MADE FORCED LANDING.
1979-08-31,B,2,G10,0,PF,IA,26,30,0,0,1300,COMMERCIAL PILOT,1,CESSNA,177RG,2176,RAN OUT OF FUEL, 3 MILES SHORT OF DESTINATION. CRASHED DURING NIGHTIME EMERGENCY LANDING.
1979-07-10,B,1,G10,0,AW,IA,54,35,0,175,10000,COMMERCIAL PILOT,0,RAVEN ,RX6,25,BALLOON CAUGHT NEAR THUNDERSTORM ENCOUNTERED VERTICAL UP AND DOWN DRAFTS.PILOT UNABLE TO OVERCOME SINK RATE CRASHED
1979-11-25,B,1,8,0,GA,JB,37,34,14,14,201,PRIVATE PILOT,1,AMTRSP,SPEZIOTUHOLE,150,PILOT DECIDED TOO LATE TO ATTEMPT A GO-AROUND. HIT TREE.
1979-09-19,B,1,G10,0,IO,AB,25,12,0,53,283,PRIVATE PILOT,1,AMTR,FW190ONEHALF,405,AIRCRAFT SETTLED BACK TO RUNWAY AFTER EARLY LIFTOFF. WING STRUCK THE GROUND. AIRCRAFT CARTWHEELED.
1979-05-26,B,2,,0,PF,OC,43,44,0,0,381,PRIVATE PILOT,1,CESSNA,150H,,ZA FORCED LANDING DUE TO FUEL STARVATION.
1978-10-14,L,1,,1,25,SE,,0,0,0,,,1,CESSNA,182A,,MAIN CHUTE FAILED TO DEPLOY FULLY, JUMPER MADE NO ATTEMPT TO DEPLOY RESERVE CHUTE.
1979-01-09,N,2,10,1,XL,NA,51,0,0,0,1760,PRIVATE PILOT,1,PIPER ,PA28R200,1241,ATC ATTEMPTED TO DESCEND VFR RATED PILOT THROUGH OVERCAST.PILOT LOST CONTROL.EXCEEDED LOAD LIMITS.WINGS SEPERATED.
1978-03-24,N,1,G10,0,GC,AA,48,0,0,0,,COMMERCIAL PILOT,2,BEECH ,B18S,,PILOT TRYING TO TAXI ON AN ICE-COVERED RUNWAY WITH A 52 KNOT WIND. BLOWN OFF TAXIWAY. STRUCK TAXIWAY LIGHT.
1979-04-05,X,1,G10,0,LO,BX,50,26,0,0,104,PRIVATE PILOT,1,CESSNA,172N,,PILOT WITH LIMITED EXPERIENCE. DAMAGED THE AIRCRAFT IN A HARD LANDING.
1979-01-21,B,1,G10,0,PL,JJ,50,165,10,19,6543,PRIVATE PILOT,1,CESSNA,150,2557,PILOT TRIED TO LIFT OFF PREMATURELY AND TURNED TO AVOID ANOTHER AIRCRAFT WHICH WAS ON TAKEOFF FROM OPPOSITE END.
1979-04-30,B,1,,0,32,CC,48,1500,0,0,15000,COMMERCIAL PILOT,2,CESSNA,T310Q,,LANDING GEAR COLLAPSED DURING LANDING DUE TO SEPARATION OF LEFT MAIN TORQUE TUBE PN5045010-19. CAUSE UNDETERMINED.
1979-03-21,B,1,G10,0,LO,BX,37,150,0,0,150,PRIVATE PILOT,1,PIPER ,PA28140,,HARD LANDING DAMAGED AIRCRAFT
1979-03-24,B,1,,0,LO,BX,47,200,0,0,1060,PRIVATE PILOT,1,CESSNA,206CESSNA,,PILOT MADE HARD LANDING ON NOSE GEAR CAUSING IT TO PARTIALLY COLLAPSE.
1978-10-01,N,4,,0,GN,CA,42,3000,0,0,3043,PRIVATE PILOT,1,CESSNA,210J,,PILOT HAVING PROBLEMS WITH THE FLAPS, FAILED TO LOWER THE LANDING GEAR BEFORE TOUCHDOWN.
1978-02-12,B,1,,0,GC,AA,54,95,0,0,100,PRIVATE PILOT,1,PIPER ,PA28151,,PILOT LOST DIRECTIONAL CONTROL DURING TAKEOFF FROM SNOW-PACKED RUNWAY. ENDED UP IN A SNOWBANK.
1978-11-16,B,1,G10,0,OS,EX,70,1750,0,0,9620,COMM PILOT FLIGHT IN,2,PIPER ,PA23160,,PILOT UNABLE TO STOP ON SNOW-COVERED RUNWAY BEFORE RUNNING OFF RUNWAY.
1979-04-14,B,1,G10,0,72,OC,46,3,0,0,1370,COMMERCIAL PILOT,1,AMTRSO,STARDUSTR300,,ENGINE SURGED, THEN QUIT, CAUSE NOT KNOWN.
1979-09-03,X,1,G10,0,LO,FX,51,48,32,32,48,STUDENT,1,CESSNA,152,731,STUDENT PILOT LANDED NOSE WHEEL FIRST. COLLAPSED NOSE WHEEL. AIRCRAFT FLIPPED O VER ON RUNWAY.
1978-12-08,N,2,G10,0,73,NB,49,1500,0,0,6200,COMMERCIAL PILOT,2,PIPER ,PA23,,ENGINE FIRE AFTER LANDING DUE TO FUEL LEAKING ENGINE DRIVEN FUEL PUMP, IGNITED BY THE ELECTRIC FUEL PUMP.
1978-11-16,B,1,G10,0,ES,FX,28,200,0,0,375,PRIVATE PILOT,1,CESSNA,206CESSNA,,AIRCRAFT NOSED OVER AFTER HITTING SNOWBANK. IT HAD JUST BEEN HAND-PROPPED WITH NO-ONE AT CONTROLS.
1978-03-07,N,1,3,0,WX,OC,27,100,0,0,210,PRIVATE PILOT,1,PIPER ,PA28140,,PILOT LOST POWER AFTER CLIMBING THROUGH SCATTERED CLOUDS, LANDED ON A HIGHWAY MEDIAN WITH ICED AIR INTAKE.
1979-04-12,N,2,10,0,32,CA,,0,0,0,,COMM PILOT FLIGHT IN,2,PIPER ,PA60601P,,PILOT UNABLE TO EXTEND THE NOSE GEAR DUE TO A BROKEN BOLT PN NAS464PA 43.
1979-06-06,B,1,10,0,HO,JJ,22,23,6,13,199,PRIVATE PILOT,1,CESSNA,182Q,905,PILOT INAVERDENTLY TAXIED DOWN PERIMETER ROAD.STRUCK SIGN POST. ATC FAILED TO ALERT PILOT.
1979-02-05,B,1,G10,0,GC,FX,51,500,0,0,11000,COMMERCIAL PILOT,1,CESSNA,180,,AIRCRAFT NOSED UP WHILE EXECUTING A 180 DEGREE TURN.
1978-03-27,B,1,G10,0,GC,AA,54,40,0,0,300,PRIVATE PILOT,1,CESSNA,185,,PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
1978-12-24,B,1,2,0,GC,AA,,100,0,0,8800,AIRLINE TRANSPORT,1,PIPER ,PA24,,PILOT LANDING WITH X WIND, HAD NO BRAKING, POSSIBLY DUE TO ICY RUNWAY. LOST DIRECTIONAL CONTROL.
1979-03-16,B,1,,0,AF,JJ,33,110,0,0,352,COMMERCIAL PILOT,1,CESSNA,R182,,NOSE WHEEL SANK DOWN IN HOLE ON RAMP, PROP STRUCK GROUND
1979-06-18,B,3,5,0,CH,JB,27,66,30,30,66,PRIVATE PILOT,1,CESSNA,172,302,TOOK OFF FROM ROUGH SOFT FIELD AT MAX GROSS WT,COULD NOT CLIMB ABOVE TREES,CRASHED INTO TREE.
1979-03-10,B,1,LS1,2,TX,JB,51,67,0,0,67,PRIVATE PILOT,1,CESSNA,172N,715,NONINSTRUMENT RATED PILOT DEPARTED AIRPORT INTO ADVERSE WEATHER. STRUCK TREES ON INITIAL CLIMB.
1979-06-12,B,1,G10,0,IA,BX,28,43,0,0,189,PRIVATE PILOT,1,BLANCA,7AC,,PILOT LANDED WITH A SIDE LOAD ON THE GEAR, DISTORTING THE FUSELAGE.
1978-04-02,X,1,,0,PS,JB,,500,0,0,1200,COMM PILOT FLIGHT IN,1,CESSNA,150,,AIRCRAFT STRUCK TREES WHILE RECOVERING FROM STALL. CREW WAS PRACTICING EMERGENCY LANDINGS.
1979-07-21,B,1,6,0,OS,EX,27,10,10,10,78,PRIVATE PILOT,1,CESSNA,172N,462,LANDED ON LAST THIRD OF RUNWAY. RAN OFF END OF RUNWAY.
1979-08-01,B,1,2,0,OS,EX,50,300,0,0,705,COMMERCIAL PILOT,1,PIPER ,PA32260,,PILOT LANDED LONG ON SHORT WET RUNWAY IN UNFAVORABLE WINDS AND MARGINAL WEATHER, RAN OFF END OF RUNWAY.
1979-05-28,B,1,LS1,0,TC,JB,40,78,32,32,78,PRIVATE PILOT,1,CESSNA,172H,632,VECTORED INTO AREA OF HEAVY RAIN. STRUCK TREES ON HILL, REMAINED AIRBORNE, LANDED SAFELY.FACTOR LOW TIME PILOT.
1978-01-31,B,1,,0,PW,SE,23,75,0,0,310,COMMERCIAL PILOT,1,CESSNA,172N,,PILOT CAUGHT ON TOP WITH FAULTY ARTIFICAL HORIZON. GUDED TO A LANDING AT AN AIR FORCE BASE.
1979-11-04,B,1,G10,2,72,SD,28,0,0,0,300,PRIVATE PILOT,1,CESSNA,172N,929,ACFT WAS OBSERVED FLYING LOW OVER FREIGHTER ON LAKE ONTARIO. PILOT REPORTED ENGINE QUIT. DITCHED IN LAKE.
1978-02-11,B,2,G10,0,24,SY,26,400,0,0,4000,AIRLINE TRANSPORT,1,CESSNA,172,,PILOT LOST ELECTRICAL POWER, LANDED SAFELY AT BLACKED OUT AIRPORT. CHAFED WIRE HAD BLOWN AN ALTERNATOR CONDENSOR
1978-11-23,N,2,,0,52,NA,27,1200,0,0,6400,AIRLINE TRANSPORT,2,BEECH ,E90,,CABIN DOOR BLEW OFF AIRCRAFT. UNEVENTFUL LANDING MADE. DOOR HAD NOT BEEN LOCATED.
1979-05-27,B,1,LS1,0,PF,JB,50,235,15,75,900,PRIVATE PILOT,1,CESSNA,172N,919,VFR PILOT RAN OUT OF VFR WEATHER AND FUEL. STRUCK TREES DURING EMERGENCY LANDING.
1979-08-01,X,4,G10,0,GN,CA,21,120,2,300,1661,COMM PILOT FLIGHT IN,2,CESSNA,310,,STUDENT RETRACTED GEAR. INSTRUCTOR FAILED TO NOTICE AND ALLOWED STUDENT TO LAND WITH THE GEAR UP.
1979-09-30,B,1,G10,0,FA,JA,58,1163,0,0,1163,PRIVATE PILOT,1,UNIVAR,415C,,PILOT STRUCK POWERLINE DURING DEMONSTRATION OF A FORCED LANDING.
1979-11-07,M,1,10,0,HO,JA,42,63,9,9,83,PRIVATE PILOT,1,CESSNA,172,1450,SIGHTSEEING FLT AT A NEAR SURFACE ALTITUDE IN OPEN RANGE LAND. ACFT HIT GUYWIRE OR POWER LINE. LANDED SAFELY.
1978-05-28,B,1,4,0,GC,AA,38,18,0,0,259,PRIVATE PILOT,1,LUSCOM,8,,PILOT LOST DIRECTIONAL CONTROL DURING TAKEOFF.
1979-02-22,X,5,,0,72,OC,58,15,0,0,4725,COMMERCIAL PILOT,1,PIPER ,PA20,,ENGINE LOST POWER DURING MANUEVERS. VALVE ADJUSTING LOCK NUT BACKED OFF.
1979-05-16,N,2,G10,0,GI,CA,54,248,0,0,329,PRIVATE PILOT,1,BEECH ,V35,,GEAR UP LANDING.
1979-05-06,I,1,7,0,IO,KX,25,470,50,50,550,PRIVATE PILOT,1,PIPER ,PA18,805,MADE WATER TAKEOFF IN STRONG GUSTY WIND. AIRCRAFT STALLED AT ABOUT 50 FEET. RIGHT WING HIT WATER.
1979-12-09,W,1,,0,72,OC,42,0,0,0,,PRIVATE PILOT,1,CESSNA,172N,,ENGINE FAILED DUE TO FAILURE OF AN EXHAUST VALVE.
1979-07-25,B,1,1,0,24,SY,34,35,0,0,400,COMMERCIAL PILOT,1,MOONEY,M20C,,COMPLETE ELECTRICAL FAILURE ON APPROACH. FOUND GRASS RUNWAY AND LANDED STRIKING FENCE POST.
1978-09-08,B,2,G10,0,MO,BX,24,10,0,0,75,PRIVATE PILOT,,PIPER ,PA28/,,HARD LANDING RESULTED DUE TO MISUSE OF FLAPS.
1979-02-28,B,1,G10,0,72,MB,,300,0,0,329,PRIVATE PILOT,1,PIPER ,PA22135,3015,ENGINE BACKFIRED ON ABORTED TAKEOFF ROLL. FIRE CONSUMED AIRCRAFT AFTER PILOT GOT OUT.
1978-01-04,N,1,,0,AA,AA,,301,,72,12322,COMM PILOT FLIGHT IN,2,DEEHOW,500HOWARD,,
1979-04-02,B,1,LS1,0,LC,IA,27,150,79,79,448,PRIVATE PILOT,1,CESSNA,172N,242,PILOT PROCEDED INTO AREA OF HEAVY SNOW AT LOW ALTITUDE. FLEW AIRCRAFT INTO GROUND ATTEMPTING TO REVERSE COURSE.
1979-03-14,N,2,7,0,WX,IB,48,180,18,18,180,PRIVATE PILOT,1,CESSNA,R172K,275,NON-INSTRUMENT RATED PILOT ATTEMPTED VFR FLIGHT IN IFR WEATHER CONDITIONS. STRUCK GROUND AT HIGH AIRSPEED.
1979-12-21,B,1,2,1,FP,IB,46,0,0,0,3100,COMMERCIAL PILOT,1,CESSNA,R172K,425,PILOT MISSED APPROACH AND MADE GO-AROUND. AIRCRAFT WAS OBSERVED TO DIVE OUT OF THE CLOUDS AND HIT THE GROUND.
1979-12-14,B,1,G10,0,TC,JB,42,4,4,7,1150,PRIVATE PILOT,1,CESSNA,R172K,1250,UNABLE TO OUTCLIMB RISING TERRAIN IN CANYON. HIT TREES. PILOT REPORTED DOWNDRAFT. NO WIND.
1978-05-28,B,5,,0,SO,SE,28,25,0,0,46,STUDENT,1,UNIVAR,415C,,STUDENT PROPPED AIRCRAFT WHICH STARTED AND JUMPED CHOCKS. RAN INTO PARKED AIRCRAFT.
1979-12-08,B,4,10,0,72,FX,69,44,44,48,1495,PRIVATE PILOT,1,CESSNA,175,2434,ENGINE STOPPED ON CLIMB-OUT. LANDED IN SOFT FIELD OFF END OF RUNWAY. NOSE OVER, NO ENGINE DEFECTS FOUND.
1978-09-19,B,1,G10,0,OC,SE,25,100,0,0,120,PRIVATE PILOT,1,CESSNA,150M,,PILOT BECAME DISORIENTED AND MADE TOUCH AND GOES AT CONTROLLED AIRPORT WITHOUT TOWER COMMUNICATION.
1978-10-24,X,1,8,0,GC,AA,27,16,0,0,16,STUDENT,1,CESSNA,172,,STUDENT PILOT LOST DIRECTIONAL CONTROL DURING TOUCH AND GO IN CROSSWIND CONDITIONS.
1978-12-10,B,1,,0,SO,JJ,27,3,0,0,151,PRIVATE PILOT,1,CESSNA,177RG,,PILOT STARTED THE ENGINE ON AN ICY RAMP. NO BRAKING ACTION. RAN INTO ANOTHER AIRPLANE PARKED ON THE RAMP.
1978-08-18,B,1,,0,61,SY,43,39,0,0,3650,COMMERCIAL PILOT,1,VOUGHT,F4U4,,WHILE PERFORMING ACROBATICS PROP BEGAN TO OVERSPEED. CLOSED THROTTLE AND ENGINE QUIT.
1979-02-20,N,1,,0,32,NA,52,5800,0,0,14000,PRIVATE PILOT,,LKHEED,1329/,,COMPLETE WHEEL CAME OFF OVER RETAINING NUT. SUSPECT WATER CONTAMINATION IN BEARING.
1978-12-25,B,4,,0,HO,JJ,68,75,0,0,2000,PRIVATE PILOT,1,CESSNA,180,,DURING RUNUP ON ICE AND SNOW COVERED AREA, AIRPLANE SLID FORWARD INTO A TAXIWAY LIGHT.
1978-03-10,B,1,7,0,SN,DX,31,212,0,0,3814,COMMERCIAL PILOT,1,PIPER ,PA28140,,PILOT LANDED SHORT ON AN AIRPORT WHICH WAS ONLY PARTIALLY CLEARED OF SNOW & WAS NOTAMED CLOSED.
1979-07-11,B,2,G10,0,LO,BX,27,43,43,62,174,PRIVATE PILOT,1,CESSNA,182,904,LEVELED OFF HIGH ON NIGHT LANDING. AIRCRAFT HIT RUNWAY HARD IN LEVVEL FLIGHT.
1978-12-31,B,1,,0,72,OB,48,1000,0,0,10000,A/LINE TRANSPORT PLT,1,BEECH ,V35B,,CRANK SHAFT BROKE FORWARD OF THE FRONT MAIN. AIRCRAFT LANDED SAFELY.
1979-04-03,B,1,,0,UT,FX,33,300,0,0,3100,COMMERCIAL PILOT,1,PIPER ,J3,,PILOT TAKING OFF FROM FARM STRIP HIT A SOFT SPOT AND TURNED OVER.
1979-05-08,N,1,G10,1,FX,IA,49,767,33,33,2048,PRIVATE PILOT,2,CESSNA,320E,2955,ENGINES STOPPED DUE TO FUEL EXHAUSTION TURNING TO FINAL APPROACH. AIRCRAFT HIT EMBANKMENT.
1979-05-16,F,1,G10,0,GA,JH,45,240,240,244,3434,COMMERCIAL PILOT,1,CESSNA,207,1098,PILOT ATTEMPTING LANDING ON STRIP UNDER CONSTRUCTION, LOST CONTROL DURING LANDING IN GUSTY WIND CONDITIONS.
1978-12-26,N,1,G10,0,IA,SE,40,600,0,0,2300,PRIVATE PILOT,2,BEECH ,9555,,PILOT LINED UP WITH TAXIWAY. DECIDED TO LAND ANYWAY. RAN INTO A BARRIER AND LIVE TAXIWAY SIGN.
1979-11-14,N,1,5,0,32,CC,29,7,5,150,745,COMM PILOT FLIGHT IN,2,BEECH ,58,1867,LANDING GEAR COLLAPSED ON LANDING. NO DEFECTS FOUND. AIRCRAFT HAD A HISTORY OF LANDING GEAR DEFECTS. .
1979-10-25,B,1,G10,0,DC,JJ,20,93,53,53,93,PRIVATE PILOT,1,CESSNA,172,82,AIRCRAFT DRIFTED OFF THE SIDE OF RUNWAY ON TAKEOFF. HIT ROUGH TERRAIN.
1978-12-12,B,1,,0,OS,EX,48,145,0,0,145,PRIVATE PILOT,1,CESSNA,172C,,PILOT LANDED LONG ON WET, SOD STRIP. GROUND-LOOPED TO PREVENT AIRCRAFT FROM GOING TO A DITCH AT RUNWAY END.
1978-10-17,B,2,G10,0,LO,BX,24,8,0,0,108,PRIVATE PILOT,1,PIPER ,PA28181,,PILOT BENT THE NOSE GEAR AND DAMAGED THE PROP DUE TO SIDE LOAD ON LANDING IN MODERATE TURBULENCE AND CROSSWIND.
1978-10-29,B,1,,0,OS,EX,43,164,0,0,289,PRIVATE PILOT,1,PIPER ,PA28R200,,PILOT OVERSHOT DURING LANDING ON A FARM STRIP. DAMAGED A WING ON A TELEPHONE POLE.
1978-11-24,B,1,,0,UA,SE,41,0,0,0,,COMMERCIAL PILOT,1,PIPER ,PA28R200,,FLIGHT INSTRUCTOR UNABLE TO PRODUCE MEDICAL ON REQUEST. FACIMILIES OF FAA CERTIFICATES ONLY ON PERSON.
1979-02-14,X,2,G10,0,LO,BX,21,300,0,0,445,COMM PILOT FLIGHT IN,1,PIPER ,PA28140,,BOUNCED ON LANDING AND STRUCK SNOWBANK.
1978-06-08,N,1,G10,0,GC,JJ,49,40,0,0,9000,COMMERCIAL PILOT,2,PIPER ,PA30,,PILOT STRAYED OFF THE TAXIWAY, HIT A BOUNDARY CABLE SEPARATING THE TAXIWAY FROM A ADJACENT ROAD.
1979-08-26,B,1,G10,0,TO,JJ,24,5,5,6,79,PRIVATE PILOT,1,CESSNA,172N,906,ABORTED TAKEOFF. UNABLE TO STOP. RAN OFF DEPARTURE END OF RWY INTO ROUGH GROUND.FACTOR; PILOT MISJUDGEMENT.
1979-01-28,B,1,,0,73,MB,29,104,18,28,1362,COMMERCIAL PILOT,2,CESSNA,310,5223,
1979-05-20,X,1,G10,0,GI,CD,66,650,0,0,1017,PRIVATE PILOT,1,MOONEY,M20J,,PILOT INADVERTENTLY RETRACTED GEAR ON ROLLOUT.
1978-10-21,S,1,G10,0,65,SY,32,500,0,0,2100,COMMERCIAL PILOT,1,BELL,206B,,PILOT NOTED CONTROL STIFFNESS. MADE A RUN ON LANDING. CONTROL BOOST HYDRAULIC PUMP HAD FAILED.
1978-12-27,X,1,5,0,LO,BX,34,18,0,0,20,STUDENT,1,PIPER ,PA38112,,STUDENT PILOT HIT THE RUNWAY NOSE FIRST. NOSE GEAR COLLAPSED.
1979-07-15,B,1,G10,0,DW,KX,30,240,29,29,331,PRIVATE PILOT,1,CESSNA,172N,580,TOWER GAVE PLT A DOWNWIND RWY. PLT FAILED TO RECOGNIZE PROPER WIND DIRECTION. ACFT BALLOONED, DRIFTED OFF RWY,STALL
1978-08-13,X,1,3,0,GC,AA,48,10,0,0,124,PRIVATE PILOT,1,BLANCA,7ECA,,PILOT LOST DIRECTIONAL CONTROL. RAN OFF SIDE OF RUNWAY AFTER LANDING.
1978-03-29,B,1,6,0,UT,AA,57,14,0,0,381,PRIVATE PILOT,1,PIPER ,PA28140,,PILOT TAKING OFF FROM GRAVEL STRIP LOST DIRECTIONAL CONTROL WHEN HE WENT THROUGH A WATER FILLED HOLE.
1979-04-17,B,1,G10,0,GN,CA,26,90,0,0,1300,COMMERCIAL PILOT,2,PIPER ,PA23,,PILOT FORGOT TO EXTEND THE LANDING GEAR BEFORE TOUCHDOWN.
1979-08-03,F,1,,0,TC,JB,33,277,42,246,3096,A/LINE TRANSPORT PLT,1,CESSNA,172N,1099,STRUCK TREES ON MOUNTAIN IN LEVEL FLIGHT. PILOT DOES NOT REMEMBER FLIGHT. NO WITNESSES. FOG IN AREA.
1979-04-04,X,1,G10,0,GN,CA,24,100,0,0,1800,COMM PILOT FLIGHT IN,1,CESSNA,210L,,STUDENT AND INSTRUCTOR FORCED TO RESEQUENCE IN THE LANDING PATTERN,RETRACTED GEAR, FORGOT TO LOWER IT AGAIN.ZN
1979-07-19,N,1,10,0,LO,FX,,24,6,6,47,STUDENT,1,CESSNA,172N,834,STUDENT PILOT LANDED LONG, BOUNCED, AND FLIPPED OVER IN A DITCH.
1979-01-11,X,1,G10,0,CH,OC,32,14,0,0,35,STUDENT,1,PIPER ,J3,,ENGINE QUIT ON FINAL, CARB HEAT ON. CARBUREATOR HEAT BOX WAS REPLACED.
1978-11-18,N,1,G10,0,GC,AA,35,500,0,0,900,PRIVATE PILOT,1,CESSNA,182,,WHILE ATTEMPTING TURN-OFF AFTER LANDING AIRCRAFT WENT OFF RUNWAY INTO SOFT DIRT. DAMAGE TO PROP.
1979-04-16,X,1,10,0,GC,FX,27,50,0,0,20000,COMM PILOT FLIGHT IN,1,PIPER ,J4A,,FLIGHT INSTRUCTOR AND STUDENT MAKING MAG CHECK BEFORE TAKEOFF. TAIL CAME UP AND PROP HIT THE GROUND.
1979-03-14,T,1,10,0,HO,JJ,26,230,0,0,3300,COMMERCIAL PILOT,2,BEECH ,E18S,,TAXIING AIRCRAFT STRUCK BAGGAGE CART
1978-12-29,B,1,,0,TP,PF,,0,0,0,,COMMERCIAL PILOT,2,BEECH ,B50,,PILOT WAS TAXIING BEHIND A LARGE JET. HIS RUDDER WAS DAMAGED BY JET BLAST DURING CROSS BLEED START.
1979-07-07,B,1,,0,32,CC,54,350,0,0,21000,COMMERCIAL PILOT,1,BEECH ,E35,,NOSE GEAR COLLAPSED ON LANDING. WHEEL BEARING WAS RUSTED AND FROZE. ACTUATING ROD EYE END P/N HH-55 HAD BROKEN.
1978-11-02,B,1,,0,32,CC,34,300,0,0,2220,COMMERCIAL PILOT,1,BEECH ,N35,,GEAR COLLAPSED ON ROLL OUT, GEAR DOWN WIRE DISCONNECTED AT MOTOR.
1979-06-06,B,1,7,0,GA,EX,29,1,1,13,57,PRIVATE PILOT,1,CESSNA,172N,1095,COMMERCIAL PILOT WAS CHECKING NEW PRIVATE PILOT OUT IN TYPE ACFT. GAVE SIMULATED ENGINE OUT. RAN OFF END RWY.
1979-09-26,N,1,G10,0,UO,CA,48,1000,0,0,11500,COMMERCIAL PILOT,2,CESSNA,320,,PILOT UNABLE TO EXTEND NOSE GEAR. FIRST RETRACTION AFTER MAINTENANCE, ONE GEAR DOOR LEFT LOOSE.
